"Day","Items","Note","Amount"
"79","Retail","Revenue - Retail Sales New York - Mouthwash","93931"
"79","Retail","Revenue - Retail Sales New York - Body Wash","87776"
"79","Retail","Revenue - Retail Sales New York - Shampoo","69734"
"79","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","54343"
"79","Retail","Revenue - Retail Sales Los Angeles - Body Wash","59670"
"79","Retail","Revenue - Retail Sales Los Angeles - Shampoo","56700"
"79","Retail","Revenue - Retail Sales Detroit - Mouthwash","43462"
"79","Retail","Revenue - Retail Sales Detroit - Body Wash","39865"
"79","Retail","Revenue - Retail Sales Detroit - Shampoo","45108"
"79","Rental Expense","Cash Payment - RentalNew York","(10720)"
"79","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"79","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"79","Rental Expense","Cash Payment - RentalMiami","(7200)"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10716","(48000)"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10716","(112000)"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10716","(192000)"
"78","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10716","(180000)"
"78","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10858","(45000)"
"78","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10858","(51000)"
"78","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10858","(57000)"
"78","Wholesales (B2B)","Revenue - B2B SO ID: 10679","235400"
"78","Human Resource Expense","Counselled","(2000)"
"78","Human Resource Expense","Counselled","(2000)"
"78","Human Resource Expense","Counselled","(2000)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"78","Salary Expense","Cash Payment - Salary Expense","(26843)"
"78","Sales E Commerce","Revenue - E-Commerce Sales","21318"
"78","Retail","Revenue - Retail Sales New York - Mouthwash","94366"
"78","Retail","Revenue - Retail Sales New York - Body Wash","92000"
"78","Retail","Revenue - Retail Sales New York - Shampoo","70380"
"78","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","54932"
"78","Retail","Revenue - Retail Sales Los Angeles - Body Wash","63886"
"78","Retail","Revenue - Retail Sales Los Angeles - Shampoo","60228"
"78","Retail","Revenue - Retail Sales Detroit - Mouthwash","43896"
"78","Retail","Revenue - Retail Sales Detroit - Body Wash","40250"
"78","Retail","Revenue - Retail Sales Detroit - Shampoo","45108"
"78","Rental Expense","Cash Payment - RentalNew York","(10720)"
"78","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"78","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"78","Rental Expense","Cash Payment - RentalMiami","(7200)"
"77","Human Resource Expense","Counselled","(2000)"
"77","Human Resource Expense","Counselled","(2000)"
"77","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10852","(75000)"
"77","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10852","(85000)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"77","Salary Expense","Cash Payment - Salary Expense","(26843)"
"77","Sales E Commerce","Revenue - E-Commerce Sales","31952"
"77","Retail","Revenue - Retail Sales New York - Mouthwash","14448"
"77","Retail","Revenue - Retail Sales New York - Body Wash","15624"
"77","Retail","Revenue - Retail Sales New York - Shampoo","9735"
"77","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8460"
"77","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10362"
"77","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9380"
"77","Retail","Revenue - Retail Sales Detroit - Mouthwash","6090"
"77","Retail","Revenue - Retail Sales Detroit - Body Wash","6528"
"77","Retail","Revenue - Retail Sales Detroit - Shampoo","6825"
"77","Rental Expense","Cash Payment - RentalNew York","(10720)"
"77","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"77","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"77","Rental Expense","Cash Payment - RentalMiami","(7200)"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 9190","1254720"
"76","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 9190","(27000)"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 10072","480585"
"76","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 10072","(5000)"
"76","Wholesales (B2B)","Revenue - B2B SO ID: 10367","375535"
"76","Human Resource Expense","Counselled","(2000)"
"76","Human Resource Expense","Counselled","(2000)"
"76","Human Resource Expense","Counselled","(2000)"
"76","Human Resource Expense","Counselled","(2000)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"76","Salary Expense","Cash Payment - Salary Expense","(26843)"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10402","(400)"
"76","Sales E Commerce","Revenue - E-Commerce Sales","21318"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10540","(400)"
"76","Sales E Commerce","Revenue - E-Commerce Sales","21687"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10523","(300)"
"76","Sales E Commerce","Revenue - E-Commerce Sales","13815"
"76","Sales E Commerce","Revenue - E-Commerce Sales","10167"
"76","Retail","Revenue - Retail Sales New York - Mouthwash","15064"
"76","Retail","Revenue - Retail Sales New York - Body Wash","14291"
"76","Retail","Revenue - Retail Sales New York - Shampoo","10329"
"76","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8970"
"76","Retail","Revenue - Retail Sales Los Angeles - Body Wash","9669"
"76","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8785"
"76","Retail","Revenue - Retail Sales Detroit - Mouthwash","6600"
"76","Retail","Revenue - Retail Sales Detroit - Body Wash","6596"
"76","Retail","Revenue - Retail Sales Detroit - Shampoo","6440"
"76","Rental Expense","Cash Payment - RentalNew York","(10720)"
"76","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"76","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"76","Rental Expense","Cash Payment - RentalMiami","(7200)"
"75","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10368","(75000)"
"75","Human Resource Expense","Counselled","(2000)"
"75","Human Resource Expense","Counselled","(2000)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"75","Salary Expense","Cash Payment - Salary Expense","(26843)"
"75","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10077","(300)"
"75","Sales E Commerce","Revenue - E-Commerce Sales","16340"
"75","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10348","(200)"
"75","Sales E Commerce","Revenue - E-Commerce Sales","9009"
"75","Sales E Commerce","Revenue - E-Commerce Sales","25634"
"75","Sales E Commerce","Revenue - E-Commerce Sales","29988"
"75","Retail","Revenue - Retail Sales New York - Mouthwash","14283"
"75","Retail","Revenue - Retail Sales New York - Body Wash","14700"
"75","Retail","Revenue - Retail Sales New York - Shampoo","10784"
"75","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8584"
"75","Retail","Revenue - Retail Sales Los Angeles - Body Wash","9696"
"75","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8500"
"75","Retail","Revenue - Retail Sales Detroit - Mouthwash","6815"
"75","Retail","Revenue - Retail Sales Detroit - Body Wash","6501"
"75","Retail","Revenue - Retail Sales Detroit - Shampoo","6800"
"75","Rental Expense","Cash Payment - RentalNew York","(10720)"
"75","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"75","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"75","Rental Expense","Cash Payment - RentalMiami","(7200)"
"74","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10144","(720000)"
"74","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10144","(816000)"
"74","Wholesales (B2B)","Revenue - B2B SO ID: 9634","424306"
"74","Human Resource Expense","Counselled","(2000)"
"74","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"74","Salary Expense","Cash Payment - Salary Expense","(26843)"
"74","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10233","(400)"
"74","Sales E Commerce","Revenue - E-Commerce Sales","19933"
"74","Retail","Revenue - Retail Sales New York - Mouthwash","14661"
"74","Retail","Revenue - Retail Sales New York - Body Wash","14250"
"74","Retail","Revenue - Retail Sales New York - Shampoo","9824"
"74","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8671"
"74","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10560"
"74","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9044"
"74","Retail","Revenue - Retail Sales Detroit - Mouthwash","6119"
"74","Retail","Revenue - Retail Sales Detroit - Body Wash","6402"
"74","Retail","Revenue - Retail Sales Detroit - Shampoo","6664"
"74","Rental Expense","Cash Payment - RentalNew York","(10720)"
"74","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"74","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"74","Rental Expense","Cash Payment - RentalMiami","(7200)"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9925","(45000)"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9925","(85000)"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9925","(57000)"
"73","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"73","Salary Expense","Cash Payment - Salary Expense","(26418)"
"73","Sales E Commerce","Revenue - E-Commerce Sales","15219"
"73","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"73","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"73","Retail","Revenue - Retail Sales New York - Mouthwash","14067"
"73","Retail","Revenue - Retail Sales New York - Body Wash","15120"
"73","Retail","Revenue - Retail Sales New York - Shampoo","9440"
"73","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8758"
"73","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10752"
"73","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8704"
"73","Retail","Revenue - Retail Sales Detroit - Mouthwash","6467"
"73","Retail","Revenue - Retail Sales Detroit - Body Wash","6501"
"73","Retail","Revenue - Retail Sales Detroit - Shampoo","6256"
"73","Rental Expense","Cash Payment - RentalNew York","(10720)"
"73","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"73","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"73","Rental Expense","Cash Payment - RentalMiami","(7200)"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 9795","470799"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 9785","378246"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 9782","332937"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 9789","478908"
